名字,开放时间,评分,建议游玩时间,门票,来源城市
"大英汉陶博物馆Dayinghantao Museum","周二至周日（周一闭馆） 夏季：8:30—18:30 (18:00后游客请勿入内) 冬季：8:30—18:00 (17:30后游客请勿入内) 国家法定节假日正常开放 夏季：8:30—20:30(20:00后游客请勿入内) 冬季：8:30—19:30(19:00后游客请勿入内)",5,2.5,0,遂宁
"遂宁市安居区博物馆Suiningshi Anjuqu Museum","全年 周二-周日 9:00-20:00",4,0.5,0,遂宁
"沱牌舍得文化旅游区Shede Wine Cultural Tourist Area","全年 08:30-18:00",5,12,39.9,遂宁
"赤水丹霞旅游区·佛光岩Foguang Rock, Chishui Danxia Tourist Area","03/01-10/31 08:00-16:30;11/01-2/28 08:00-16:00",4.6,3.5,75,遵义
"遵义会议会址Site of the Zunyi Conference","8:30-17:00；每周一闭馆。",4.6,2.5,7,遵义
"仁怀茅台镇Renhuai Maotai Town","全年 全天开放",4.6,3,2,遵义
"丙安古镇Bing'an Ancient Town","全年 08:00-17:00",4.2,1.5,7,遵义
"赤水丹霞旅游区·大瀑布Chishui Danxia Tourist Area · Great Waterfall","全年 08:00-17:00",4.6,2.5,75,遵义
"娄山关Loushan Pass","9:00-17:00，16:00停止入场。",4.4,3,18,遵义
"桫椤国家级自然保护区Suoluo National Nature Reserve","旺季（4月1日-11月30日）8:00-16:30；淡季（12月1日-次年3月31日）8:00-16:00。",4.4,2.5,50,遵义
"中国丹霞谷Danxia Valley","8:00-17:00",4.2,2.5,60,遵义
"乌江桥Wujiang Grand Bridge","8:00-18:00",4.3,1,15,遵义
"桐梓小西湖Tongzi West Lake","全年 09:00-17:00",4.2,1,7,遵义
"海龙屯Hailong Village","11/1-3/31 09:00-17:00;4/1-10/31 08:30-18:00",4.4,1.5,60,遵义
"天下第一壶中国茶文化博览园The World No.1 China Tea Culture Expo Park","4月-10月7:00-22:00，11月-次年3月8:30-21:00。",4.6,12,45.78,遵义
"扁鹊庙Ancestral Temple of Bianque","全年 08:30-17:30",4.6,2.5,35,邢台
"秦王湖Qinwanghu","8:00-20:00",4.3,2,9.9,邢台
"兴台古镇Xingtai Ancient Town","8:30-18:00，17:30停止入场。",3.8,12,88,邢台
"天河山Tianhe Mountain","7:00-18:00",4.5,12,65,邢台
"天梯山景区Tianti Mountain Scenic Area","8:00-17:00",4.3,3,26.9,邢台
"崆山白云洞White Cloud Cave of Mount Kong","全年 08:00-17:30",4.5,2.5,110,邢台
"云梦山风景区Yumeng Mountain Resort","全年 08:30-17:30",4.3,3.5,29.1,邢台
"邢台大峡谷Xingtai Gorges","营业时间8:00—17:30",4.4,12,25,邢台
"紫金山旅游区Mount Zijin Tourist Area","3月1日-10月31日7:30-18:30；11月1日-次年2月28日8:00-17:00。",4.3,4.5,29.9,邢台
"张果老山Zhang Guolao Mountain","6:00-18:00",4.2,2,25,邢台
"柏乡牡丹世界旅游景区","9:00-18:00",5,2.5,30,邢台
"周公山Zhougong Mountain","全年 09:00-18:30",4,72,45,邢台
"王硇村Wangnaocun","01/01-12/31 08:00-18:00",3.7,12,20,邢台
"当惹雍错Tangra Yumco","全年 全天开放",4.7,1,9,那曲
"比如骷髅墙Biru Skull Wall","全年 全天开放",4.1,1,3,那曲
"色林措Siling Lake","全天",4.7,1,5,那曲
"当穹错Dangchung Tso","全天",5,1.5,0,那曲
"那曲高寒草原","全天",4.6,3,0,那曲
"错鄂Co Ngoin",,4,1,0,那曲
"纳木措圣象天门Nam Co Sheng Xiang Tian Men","全天开放",4.2,12,80,那曲
"崀山国家级风景区Langshan Mountain","04/01-10/31 07:30-17:30;03/01-03/31 08:00-17:00;11/01-12/31 08:00-17:00;01/01-2/28 07:30-17:30",4.5,108,115,邵阳
"简家陇飞行营地","上午9到下午17点",5,1.5,680,邵阳
"少林寺Shaolin Temple","营业状态调整频繁，建议提前咨询景区。 开放时间：全年 08:00-16:30",4.4,2,80,郑州
"古柏渡丰乐樱花园Fengle Sakura Garden","3/1-4/30 09:00-18:00",4.1,3.5,59.9,郑州
"河南博物院Henan Museum","4/1-10/7 周二-周日 09:00-17:30;10/8-3/31 周二-周日 09:00-17:00;全年 周一 全天不开放 ;国庆节 09:00-17:30",4.8,3,99,郑州
"嵩山风景名胜区Songshan Scenic Area","全年 08:00-17:00",4.5,108,80,郑州
"伏羲山旅游区Fuxi Mountain Tourist Area","11月中旬-次年2月下旬：周一-周日8:00-17:00，16:30停止入场；3月上旬-11月上旬：周一至周日8:00-17:00，17:30停止入场。",4.7,3.5,58,郑州
"郑州海洋馆Zhengzhou Aquarium","8:30-17:00",4.3,3.5,209,郑州
"中国绿化博览园China Green Expo Park","04/01-10/31 08:30-19:00;2/12-2/28 08:30-21:00",4.7,3,18,郑州
"潘多拉森林动物王国Pandora Forest Animal Kingdom","全年 09:30-18:00",3.2,12,42,郑州
"郑州园博园Zhengzhou Garden Expo","01/01-9/18 08:30-18:00;9/20-12/31 08:30-18:00;9/19-9/19 全天不开放",4.3,3,40,郑州
"大玉米58楼城市观光厅Big Corn 58th Floor City Sightseeing Hall","全年 10:00-18:00",4.3,1.5,98,郑州
"二七广场Erqi Plaza","全年 全天开放",4.4,1,0,郑州
"三皇寨Sanhuang Village","8:00-17:00",4.6,3.5,80,郑州
"嵩阳书院Songyang Academy","7:30-17:30",4.6,1.5,30,郑州
"康百万庄园Kang Million Estate","3月11日-10月31日（夏令） 8:30-18:00；11月1日-次年3月10日（冬令） 8:00-17:30。",4.6,3,48,郑州
"郑州市动物园Zhengzhou Zoo","全年 07:30-17:30",4.6,3,30,郑州
"中岳庙Zhongyue Temple","8:00-18:00",4.7,1.5,27,郑州
"郑州博物馆Zhengzhou Museum","夏季9:00-17:00；冬季9:00-16:30；周二闭馆。",4.5,1.5,6,郑州
"永泰寺Yongtai Temple","具体开放时间请咨询景区",4.2,1.5,9,郑州
"卢崖瀑布风景区Luya Waterfall","8:30-18:00",4,1,45,郑州
"雁鸣湖景区Zhongmu Yanminghu Scenic Attraction","全年 8:30-18:00",4,3.5,1,郑州
"嵩岳寺塔Songye Temple Pagoda","具体开放时间请咨询景区",4.8,1,40,郑州
"观星台Astronomical Observation Terrace","8:00-17:00",4.3,1,0.5,郑州
"巩义石窟寺Gongyi Grottoes Temple","全年 08:00-17:00",4.3,3,7,郑州
"中原福塔Zhongyuan Tower","1/1-4/30 09:30-19:00;5/1-10/17 09:30-22:00;10/18-12/31 09:30-19:00",4.6,2,98,郑州
"环翠峪风景区Huancuiyu Scenic Area","全年 全天开放",4,3.5,30,郑州
"中原影视城景区Zhongyuan Film and Television City Scenic Area","8:00-17:30，具体开放时间详见景区现场公示。",3.7,72,80,郑州
"郑州黄河文化公园Zhengzhou Yellow River Scenic Area","全年 06:00-20:00",4.3,12,45,郑州
"岳山寺景区Yue Mountain Temple Sceneic Area","全天开放",4.6,1,60,郑州
"嵩门待月Songmen Daiyue Scenic Spot","8:00-18:00",4.5,1.5,50,郑州
"永昭陵Yongzhao Cemetery (South Gate 1)","全年 全天开放",4.5,1.5,7,郑州
"新密神仙洞Xinmi Shenxian Cave","全年 08:00-18:00",4.5,1,38,郑州
"黄河碑林Yellow River Monuments","具体开放时间请咨询景区",4.4,0.75,60,郑州
"五龙峰景区Wulongfeng Sceneic Area","具体开放时间请咨询景区",4.5,0.4,60,郑州
"河南杜甫故里Hometown of Du Fu","夏季 周一至周日 08:00-18:30 冬季 周一至周日 08:00-17:30",4.2,2,24.9,郑州
"郑州文庙Zhengzhou Confucius Temple","全年 8:00-17:30",4.2,1.5,10,郑州
"少室山景区The Shaoshi Mountain Scenic Area","8:00-17:00",4.8,72,100,郑州
"高椅岭旅游区Gaoyiling Scenic Area","全年 08:15-16:00",4.3,1.5,77.9,郴州
"雾漫小东江","春秋季观雾时间：6:30-9:30   17:30-19:00夏季观雾时间：   5:00-7:00   19:00-20:00小东江观雾最佳时间：5-10月  清晨：6:30-8:30    傍晚：5:30-7:30 ",4.7,3.5,1,郴州
"仰天湖大草原Yangtian Lake","1/1-11/14 09:00-17:00;11/15-12/31 全天不开放",4.1,12,108,郴州
"东江湖风景区Dongjiang Lake Scenic Area","4/1-10/31 06:00-17:00;11/1-3/31 08:30-17:00",4.5,12,1,郴州
"莽山国家森林公园Mangshan National Forest Park","8:00-17:30",4.5,108,1,郴州
"汝城温泉福泉山庄Rucheng Hot Spring Fuquan Resort","9:30-23:30",4.6,3.5,158,郴州
"飞天山风景区","8:00-18:00",4.5,4,40,郴州
"九龙江国家森林公园Mount Jiulong (Nine Dragons Mountain) National Forest Park","01/01-12/31 09:00-17:30",4.7,5.5,99,郴州
"便江风景区Bianjiang Scenic Resort","全年 8:00-16:00",4.5,3,10,郴州
"万华岩Wanhua Cave","4/1-9/30 09:00-17:00;10/1-3/31 09:30-17:00",4.4,3,47,郴州
"莽山森林温泉Mangshan Forest Hot Springs","9:00-24:00",4.5,4.5,118,郴州
"仙乐水乡渡假旅游区","09：00-17：00，17：00停止入场",1,12,128,郴州
"响沙湾Whistling Dune Bay (Xiangshawan)","全年 08:30-18:00",4.4,2,130,鄂尔多斯
"鄂尔多斯大草原Ordos Prairie","4月1日-10月31日8:00-22:00（21:00停止入场）；11月1日-次年3月31日8:00-19:00（17:00停止入场）。",4.6,6,39.9,鄂尔多斯
"七星湖沙漠生态旅游区Qixing Lake Desert Ecological Park","08:30-17:00",4.2,12,100,鄂尔多斯
"鄂尔多斯草原旅游区Ordos Grasslands Tourist Area","4月1日-10月31日8:00-23:00（21:00停止入场）；11月1日-次年3月31日8:00-19:00（17:00停止入场）。",4.5,3.5,39.9,鄂尔多斯
"库布齐沙漠Kubuqi Desert","全年 全天开放",4.3,72,260,鄂尔多斯
"成吉思汗陵Mausoleum of Genghis Khan","全年 07:30-19:30;全年 08:30-18:00",4.3,2.5,90,鄂尔多斯
"康镇Kangzhen Town","全年 09:00-18:00",2.7,12,60,鄂尔多斯
"恩格贝旅游区Engebe Tourist Area","5月1日-10月15日8:00-17:00",4.5,4.5,9,鄂尔多斯
"萨拉乌苏旅游区Salawusu Tourist Area","8:30-18:00",3.7,2.5,25,鄂尔多斯
"苏泊罕大草原旅游景区Subohan Grasslands","1/1-12/31 08:00-18:00",4,5,150,鄂尔多斯
"库布齐神光响沙旅游区Ordos Kubuqi Shenguang Xiangsha Tourist Zone","全年 08:00-19:00",4.6,4,30,鄂尔多斯
"黄河三盛公水利风景区Huanghe Sanshenggong National Park","11月-次年3月9:00-17:30；4月-10月8:30-18:00。",4.5,4,11,鄂尔多斯
"夜鸣沙","全天开放",4.5,4,30,鄂尔多斯
"伊金霍洛旗郡王府博物馆Yijinhuoluoqijun Wangfu Museum","全年免费开放",4.8,2.5,0,鄂尔多斯
"鄂州市博物馆Ezhou Museum","全年 周二-周日 09:00-17:00;全年 周一 全天不开放",4.7,1,0,鄂州
"莫高窟Mogao Grottoes","全年 07:30-18:00",4.5,3.5,238,酒泉
"雅丹地质公园Yadan National Geological Park","全年 08:00-16:30",4.5,2.5,550,酒泉
"鸣沙山月牙泉Mingsha Mountain Crescent Spring","1/1-11/23 05:00-20:30;11/24-12/31 07:30-18:00",4.7,3.5,110,酒泉
"敦煌博物馆Dunhuang Museum","5月1日-9月30日周二-周日9:00-18:30（17:30停止入馆）；10月1日-次年4月30日周二-周日9:00-18:00（17:00停止入馆）；每周一闭馆。",4.6,1.75,59,酒泉
"玉门关Yumen Pass","全年 07:30-18:00",4.3,1,40,酒泉
"西千佛洞West Thousand Buddha Caves","1/1-4/30 09:30-17:00;5/1-10/31 09:00-17:30;11/1-12/31 09:30-17:00",4.5,1,425,酒泉
"汉长城The Han Great Wall","全年 8:00-18:00",4.2,1,6,酒泉
"敦煌雷音寺Dunhuang Leiyin Temple","全年 8:00-19:00",4.5,1,1.1,酒泉
"敦煌影视古城Dunhuang Western Movie and Television Base","全年 08:00-19:00",3.9,1.5,35,酒泉
"白马塔Baima Tower","全年 全天开放",3.9,1,15,酒泉
"榆林窟Yulin Grottoes","9:00-17:00，16:00停止售票。",4.6,2.5,7,酒泉
"锁阳城Suoyang City","全天开放",4.4,1.5,45,酒泉
"阳关遗址Yangguan Ancient Site","03/17-12/31 08:30-18:00;01/01-03/16 全天不开放",4.4,2.5,49.2,酒泉
"洪崖洞民俗风貌区Hongyadong Commercial Street","全年 11:00-23:00",4.6,2,1980,重庆
"解放碑步行街Jiefangbei","全天开放；详情以景区公示为准。",4.6,3.5,0,重庆
"长江索道Yangtze River Cableway","全年 08:00-22:00;中秋节,国庆节 07:30-22:30",4.2,0.4,30,重庆
"磁器口古镇Ciqikou Ancient Town","全年 10:00-20:00",4.4,3.5,66,重庆
"李子坝轻轨站Liziba Station","周一-周五：往鱼洞6:30-22:42（首班车6:30，末班车22:42），往较场口6:32-23:16（首班车6:32，末班车23:16）；周六、周日：往鱼洞6:42-22:42（首班车6:42，末班车22:42），往较场口6:37-23:17（首班车6:37，末班车23:17）。",4.5,12,15,重庆
"大足石刻Dazu Rock Carving","全年 08:30-18:00",4.6,4.5,82,重庆
"仙女山国家森林公园Fairy Mountain National Forest Park","全天开放",4.5,12,50,重庆
"山城步道Mountain Town Trail","全年 全天开放",4.5,2,60,重庆
"蚩尤九黎城Chiyou Jiuli City","8:30-17:30，具体开放时间详见景区公示。",4,0.75,75,重庆
"涂鸦一条街Graffiti Street","全年 全天开放",4.5,1.5,128,重庆
"长嘉汇弹子石老街Zhangjiahui Danzi Shilao Street","01/01-12/31 10:00-22:00",4.6,1.5,99,重庆
"武隆喀斯特旅游区Wulong Tiankeng Land Slot National Geological Park","全年 08:00-16:30",4.6,108,100,重庆
"南天湖景区Nantianhu Scenic Area","全天开放",4,108,57.8,重庆
"朝天门广场Chaotianmen Square","全天开放；详情以景区公示为准。",4.5,0.4,67.8,重庆
"二厂文创公园Creative Industry Park","全年 全天开放",4.3,2,78,重庆
"白马山天尺情缘景区Tianchi Qingyuan Scenic Area","夏季8:00-17:30；冬季9:00-16:30",3.7,12,50,重庆
"酉阳桃花源Youyang Peach Blossom Spring","3/1-10/30 08:00-17:30;11/1-2/28 08:00-17:00",4.4,4,77.8,重庆
"南山一棵树观景台Nanshan Tree Viewing Platform","9:00-22:30，22:00停止入园",4.4,1.5,27,重庆
"涞滩古镇Laitan Ancient Town","全年 全天开放",4.4,1.5,6,重庆
"老君洞Laojun Cave","全年 8:00-17:30",4.7,1,7,重庆
"皇冠大扶梯Crown Escalator","全年 06:45-22:00",4.2,0.6,30,重庆
"丰都鬼城名山景区Fengdu Ghost City","全年 07:30-17:20",4.3,2.5,85,重庆
"南滨路Nanbin Road","全年 全天开放",4.5,2.5,2,重庆
"中山四路Zhongshan 4th Road","全年 全天开放",4.5,1,60,重庆
"重庆园博园Chongqing Garden Expo Park","全年 09:00-17:00",4.7,12,30,重庆
"白帝城.瞿塘峡景区Baidi City Scenic Area","全年 08:30-19:00",4.5,2.5,95,重庆
"巫山小三峡Wushan Little Three Gorges","全年 08:00-18:00",4.4,4,113,重庆
"湖广会馆Huguang Guild Hall","全年 09:00-18:00",4.5,1.5,25,重庆
"南山植物园Nanshan Botanical Garden","营业时间为9：30-17：00。",4.4,4,29,重庆
"龙水峡地缝Longshui Gorge","全年 08:30-16:30",4.6,2.5,105,重庆
"渣滓洞Zhazi Cave","全年 周二-周日 09:00-17:00",4.5,1.5,7,重庆
"三峡博物馆Three Gorges Museum","全年 周二-周日 09:00-17:00",4.6,2.5,4.2,重庆
"重庆动物园Chongqing Zoo","全年 08:00-17:00",4.7,4,24.5,重庆
"佛图关公园Fotuguan Park","8:00-22:00，具体开放时间详见景区公示。",4.5,2.5,8,重庆
"武陵山国家森林公园Wuling Mountain National Forest Park","全年 全天开放",4.4,12,40,重庆
"潼南崇龛油菜花Minnan Chongkan Rapeseed Field","全天开放",4.4,2.5,48,重庆
"重庆科技馆Chongqing Science and Technology Museum","9:30-17:00，。",4.6,2.5,2.3,重庆
"乌江画廊Wujiang Gallery","全天开放，万足-龚滩游船的时间为10:30和13:30；龚滩-万足游船的时间为9:30和16:00，具体开放时间详见景区公示。",4.5,2.5,180,重庆
"长江三峡","全天",4.8,72,1,重庆
"钓鱼城Diaoyu Castle","8:30-17:00，16:30停止入场；具体营业时间以景区公示为准。",4.5,2.5,38,重庆
"金佛山Jinfo Mountain","全年 周一-周五 08:30-17:00;全年 周六-周日 08:10-17:30;中国法定节假日 08:10-17:30",4.4,108,130,重庆
"天坪山云林天乡Yunlin Tianxiang, Tianping Mountain","9:00-18:00",4.3,12,38,重庆
"濯水古镇Zhuoshui Ancient Town","全年 全天开放",4.4,4,15,重庆
"阿依河景区Ayi River","全年 08:30-17:00",3.9,72,70,重庆
"歌乐山国家森林公园Geleshan National Forest Park","8:00-17:00，16:30停止入场",4.5,2.5,6,重庆
"石宝寨Shibao Village","1/1-12/31 08:00-16:00",4.4,2.5,0.5,重庆
"松溉古镇Songgai Ancient Town","全年 全天开放",4.5,2.5,5,重庆
"北碚自然世界公园","全年 09:00-20:00",3,2.5,30,重庆
"816工程景区816 Nuclear Plant","5/1-10/31 09:00-17:00;11/1-4/30 09:00-16:30",4.7,1.5,816,重庆
"炫彩万木源乡村旅游景区Xuancai Wanmuyuan Xiangcun Tourism Sceneic Area","9:00-17:00",3.7,12,35,重庆
"南山风景区Nanshan Scenic Area","全年 全天开放",4.6,4,29,重庆
"长寿古镇Changshou Ancient Town","全年 全天开放",4.1,2,458,重庆
"神女峰The Goddess (Shennv) Peak","7:30-15:00",4.7,1,9,重庆
"云阳龙缸国家地质公园Yunyang Longgang National Geological Park","夏季（5月1日-10月8日）8:00-18:30；冬季（10月9日-次年4月30日）8:30-17:30；详情以景区公示为准。",4.7,12,95,重庆
"长寿湖Changshou Lake","9:00-17:00；夏季开放时间为：8:30-17:30，具体以景区公告为准。",4.3,2.25,32,重庆
"鹅岭公园Eling Park","6:00-22:00",4.6,2.5,7,重庆
"芙蓉洞Furong Cave","全年 08:30-16:30",4.6,2.5,100,重庆
"中山古镇Zhongshan Ancient Town","全年 全天开放",4.5,3,5,重庆
"偏岩古镇Pianyan Ancient Town","全年 8:00-17:00",4.1,1,6,重庆
"金刀峡Jindao Canyon","全年 08:00-16:00",4.2,4,77,重庆
"东水门大桥East Gate Bridge","全天",4.4,0.5,0,重庆
"武陵山大裂谷The Grand Rift at Wulingshan","4/1-10/31 08:30-16:00;11/1-3/31 09:00-15:30",4.5,3.5,816,重庆
"三峡云巅神女天路景区Sanxia Yundianshen Nv Tianlu Sceneic Area","全年 08:30-16:30",3.8,12,200,重庆
"南湖多彩植物园Nanhuduocai Botanical Garden","全年 08:00-17:00",4.1,2.5,50,重庆
"义乌商贸城购物旅游区","全年9:00-17：30",4.8,4,160,金华
"诸葛八卦村Zhuge Bagua Village","11/1-12/31 08:00-16:30;4/1-10/31 07:30-17:00",4.4,12,85,金华
"双龙风景旅游区Double-Dragon Scenic Area","双龙洞景区：7月-8月及法定节假日：8:00-17:10；9月-次年6月：8:30-16:40。 黄大仙景区：7月-8月及法定节假日：8:10-17:00；9月-次年6月：8:40-16:30。",4.4,3.5,40,金华
"清明上河图景区""Along the River During Qingming Festival"" Scenic Area","全年 08:00-17:00;全年 08:00-16:30",4.8,2.5,165,金华
"黄大仙祖宫Hometown of Immortal Huang","具体开放时间请咨询景区",4.4,1.5,15,金华
"广州街香港街Guangzhou & Hong Kong Street","全年 13:00-20:30",4.9,3.5,165,金华
"明清宫苑景区Ming and Qing Palace Scenic Spot","全年 08:00-17:00;全年 08:00-16:30",4.8,3.5,165,金华
"地下长河景区Underground Long River Scenic Spot","11/1-12/31 08:00-16:00;3/1-10/31 08:00-16:30;1/1-2/28 08:30-16:00",4.6,3,60,金华
"桃源洞Taoyuan Cave","全年 8:00-17:00",4.3,1.5,60,金华
"东阳卢宅景区Luzhai Buildings","全年 08:00-17:00",4.6,2,50,金华
"梦外滩影视主题公园Mengwaitan Yingshi Theme Park","1/1-2/10 12:30-16:30;2/11-2/11 全天不开放 ;2/12-2/26 08:00-16:30;3/1-6/11 10:00-16:30;6/12-12/31 09:00-17:00",5,2.5,165,金华
"圆明新园·夏苑The New Garden of Eternal Spring (Summer Garden)","全年 08:00-17:00",5,2.5,165,金华
"方岩风景名胜区Fangyan Scenic Area","全年 07:30-17:30",4.4,108,60,金华
"乌石村Wushi Village","全年 全天开放",4.6,12,5,金华
"鸡鸣山公园","5:00~22:00",4.9,1.5,0,金华
"诸葛长乐福地Changle Village","全年 08:30-16:30",4.3,4,38,金华
"仙华山景区Xianhua Mountain","全年 08:20-17:00",4.5,3.5,50,金华
"孝子祠公园","8:00~17:00",5,2,0,金华
"江南第一家Jiangnan Diyijia Scenic Resort","8:00-17:00",4.4,2,54,金华
"寺平古村","8:00-16:00",4.3,4,20,金华
"白露山","8:00~18:00",5,3,20,金华
"九峰山风景区Jiufeng Mountain Scenic Area","8:00-17:00",4.6,4,16,金华
"义乌海洋世界Yiwu Sea World","周一-周五8:45-16:30，16:00停止入场，周六、周日8:45-17:00，16:30停止入场",4.3,4,100,金华
"太平天国侍王府Taipingtianguo Shiwangfu","周二-周日9:00-16:30，16:00停止入园，周一闭馆。",4.6,1.5,5,金华
"横店圆明新园Hengdian New Yuanming Palace","全年 08:00-17:00;全年 08:00-16:30",4.6,3.5,165,金华
"金华大佛寺Jinhuadafu Temple","全年 9:00-20:00",4.7,1.5,8,金华
"神丽峡Shenlixia","9:00-17:00",4.1,1.25,35,金华
"金昌花文化博览馆Jinchang Flower Culture Museum","周二-周日9:00-17:00，周一闭馆。",4.5,1.5,7,金昌
"八寨沟Bazhaigou","周一-周五8:30-17:00，周六、周日8:30-18:00。",4.4,12,45,钦州
"越州天湖Yuezhou Tianhu Lake","8:00-19:00,18:00停止入场",3.8,2.5,9,钦州
"石祖禅茶园Shizuchan Tea Garden","全年 08:00-19:00",3.1,3.5,29.5,钦州
"五皇山Wuhuang Mountain","9:00-17:00",4.4,12,19.4,钦州
"铁煤蒸汽机车博物馆Tiemeizhengqijiche Museum","全年 08:30-16:00",4.4,1,80,铁岭
"开原白鹭洲旅游度假区Kaiyuan Egret Island Resort","暂停营业，具体开放时间以景区公告为准或电话咨询景区。原开放时间为：4月26日-11月30日8:00-17:00，16:00停止入场。",4.4,12,40,铁岭
"梵净山Mount Fanjing","03/01-10/31 07:00-18:00;11/1-2/28 08:00-15:00",4.4,12,120,铜仁
"红云金顶Hongyun Jinding","全年 08:00-18:00",4.7,72,100,铜仁
"铜仁古城Tongren Ancient City","全年 10:00-20:00",4.3,2,5,铜仁
"朱砂古镇Zhusha Ancient Town (Wanshan National Mine Park)","8:30-17:30",4.3,12,125,铜仁
"九龙洞Jiulong (Nine Dragon) Cave","10:00-18:00",4.3,2.5,64,铜仁
"苗王城Miao King City","8:30-18:00",3.9,3,75,铜仁
"太子石","8:00-18:00",4.5,1.5,3,铜仁
"承恩寺Cheng'en Temple","7:30-18:00",4.3,1.5,110,铜仁
"大明边城Ming Paradise","全年 09:00-22:00",4.1,1.5,70,铜仁
"梵净山佛教文化苑Fanjingshan Buddhist Culture Park","全年 8:30-17:00",4.7,3,198,铜仁
"亚木沟风景区Yamugou Scenic Area","8:00-18:00",4.1,3,78,铜仁
"梦幻锦江","15:00—21:00",4,2.5,19.8,铜仁
"万米睡佛Ten-thousand Meters Sleep Buddha","7:30-18:00",4.3,12,110,铜仁
"九皇洞","7:30-18:00",4,1,3,铜仁
"龙泉禅寺","8:00-18:00",5,1,3,铜仁
"大圣墩·映美湖景区","全年 09:00-17:00",5,2.5,29,铜仁
"牙溪生态农场",,4.2,12,20,铜仁
"玉华宫风景名胜区","8:00-18:00",4,2,25,铜川
"药王山Yaowang (The King of Medicine) Mountain","9:00-17:00",4.4,3.5,54,铜川
"耀州窑博物馆Yaozhou Kiln Museum Ticket Office Billetterie","周二-周日9:00-17:00，16:00停止领票入场，周一闭馆。",4.5,1,16,铜川
"陈炉古镇The ancient town of Chenlu","全年 全天开放",4.3,1,0,铜川
"玉华宫Yuhua Palace","全年 08:30-17:00",3.9,72,18,铜川
"金锁关Jinsuo Pass","9：00-18：00",4.3,1,65,铜川
"陕甘边照金革命根据地旧址Shanganbianzhaojingeminggenjudi Site","9:00-17:00（16:30停止入馆）。",4.6,1,0,铜川
"照金香山Fragrant Hills","全年 08:30-17:00",4.6,3,33,铜川
"薛家寨Xuejiazhai Revolutionary Site","3月1日-11月30日（旺季）8:30-17:00；12月1日-次年2月29日（淡季）8:30-16:00",4.6,12,33.8,铜川
"永泉忆江南十二景The Twelve Sceneries of Jiangnan in Yongquan","全年8:00-17:00",4.4,12,65,铜陵
"城市广场Chengshi Square",,4.3,1.5,0,铜陵
"梧桐花谷Wutong Flower Valley","全天开放，内部景点开放时间详见景区公示。",3.9,2.5,23,铜陵
"滨江生态公园Binjiang Ecology Park","全年 全天开放",4.6,2.5,0,铜陵
"镇北堡西部影城Zhenbeibao West Film Art Center","10/21-4/15 09:00-17:00;4/16-10/20 08:00-18:00",4.6,3.5,76,银川
"西夏陵国家考古遗址公园Western Xia Mausoleums National Archaeological Park","10/22-3/31 08:30-17:00",4.5,3,84.5,银川
"贺兰山岩画Helan Mountain Rock Painting","11/26-3/31(淡季) 09:00-17:30",4.5,2.5,80,银川
"贺兰山国家森林公园Helan Mountain National Forest Park","11/25-3/31 09:00-18:00",4.3,3.5,75,银川
"黄沙古渡原生态旅游区Huangsha Guduyuan Ecological Tourism Area","全年 09:00-18:00",4.6,5,198,银川
"宁夏博物馆Ningxia Museum","全年 周二-周日 09:00-17:00;全年 周一 全天不开放 ;中国法定节假日 09:00-17:00",4.6,1.5,0,银川
"宁夏水洞沟旅游区Ningxia Shuidonggou Tourist Area","4/1-10/31 08:00-18:00;11/01-3/31 09:00-17:00",4.5,3.5,60,银川
"银川鸣翠湖国家湿地公园Yinchuan Mingcui National Wetland Park","全年 08:30-17:30",4.3,2.5,40,银川
"拜寺口双塔Double Pagodas at Baisikou","全年 9:00-18:00",4.5,0.5,7,银川
"滚钟口风景区Gunzhong (Rolling Bell) Pass","夏季7：30—17：00；冬季8：30—16：30",4.6,3.5,30,银川
"黄河军事文化博览园Yellow River Military Cultural Expo Park","夏季 9:00—18:00；冬季 9:30－17:00",4,1,50,银川
"阅海公园Yuehai Park","9：00-18：00 阅海滑雪场营业时间：9：00-17：00",4.1,2.5,10,银川
"天山海世界黄河明珠","全年 周二-周日 10:00-18:00",3.9,12,68,银川
"领新耘智·3D打印创新基地","全年 09:00-17:30",5,1.5,3,银川
"稻渔空间Rice & Fish Space","全年 08:00-18:00",4.3,12,1,银川
"多伦湖景区Duolun Lake Scenic Area","景区现在开放时间8:30至18:00",4.5,3.5,40,锡林郭勒盟
"锡林郭勒草原","全天",4.8,36,0,锡林郭勒盟
"二连浩特国门景区Erenhot Guomen Scenic Area","全天开放",4.4,1,50,锡林郭勒盟
"元上都遗址Yuanshangdu Relic Site","全年 8:30-17:00",4.1,2,50,锡林郭勒盟
"苏尼特王府博物馆Sunite Wangfu Museum","目前处于闭馆整顿，预计5月开馆",5,2.5,0,锡林郭勒盟
"岳麓山Yuelu Mountain","全年 07:00-22:00",4.6,12,178,长沙
"橘子洲Orange Island","全天开放；烟花燃放当天下午16:00禁止入园（具体以景区实际为准）。",4.6,4,98,长沙
"太平老街Taiping Street","全年 全天开放",4.5,1.5,339,长沙
"岳麓书院Yuelu Academy","5/1-10/31 07:30-18:00;11/1-4/30 08:00-17:30",4.6,1.5,95.99,长沙
"谢子龙影像艺术馆Xiezilong Yingxiang Art Center","全年 周二-周日 10:00-18:00;03/24-12/31 周一 全天不开放",4.1,1.5,20,长沙
